year,quarter,market,internal_class,RBA,available_space,availability_proportion,internal_class_rent,overall_rent,leasing,year_quarter,direct_available_space,direct_availability_proportion,direct_internal_class_rent,direct_overall_rent,sublet_available_space,sublet_availability_proportion,sublet_internal_class_rent,sublet_overall_rent
0.6,q2,atlanta,o,0.46970349919950916,0.4712013763902404,0.41061812838716466,0.17302905432592852,0.40168950152571636,0.42373397811524655,2022qq2,0.48375876549628716,0.2771739130434783,0.18143796453945532,0.3976741847611452,0.350510850065219,0.18354430379746836,0.27268969941460486,0.37628772280083567
0.6,q3,atlanta,o,0.46878186487817386,0.45500373609260053,0.38923648795253013,0.18091419065089853,0.397310626024885,0.29672345517573184,2022qq3,0.453005866942383,0.2492236024844721,0.191542560987377,0.3937155406330874,0.42433319376404827,0.2278481012658228,0.2640301017174839,0.3846029432355713
0.6,q4,atlanta,o,0.4651381727865046,0.48210862963980694,0.43092606362788144,0.18723750857837979,0.40192670270189046,0.22771122981458408,2022qq4,0.45891254576531076,0.2554347826086956,0.1975191604579276,0.39860687830018116,0.572685535688592,0.32278481012658233,0.27392036367721867,0.36518678694311896
0.8,q1,atlanta,o,0.4654125650096019,0.4783836137002746,0.4254293277955053,0.20008774033304366,0.40794459145929596,0.17344962435696573,2023qq1,0.4584030713605821,0.2554347826086956,0.211050330858988,0.40603699505234003,0.5504934308768649,0.3069620253164557,0.26358537971151,0.36149937201569876
0.8,q2,atlanta,o,0.45794634554930447,0.4803314553976743,0.4368210685624585,0.20519845267958553,0.4078143760998431,0.23365490186402832,2023qq2,0.45191163582055677,0.2515527950310559,0.21810808828087253,0.4064597477682707,0.6024308595045359,0.3417721518987342,0.2382359672618823,0.34632784935299993
0.8,q3,atlanta,o,0.4588560651431591,0.4857441635335643,0.4433535219166241,0.2105899398875653,0.4240520458934163,0.2412319117701484,2023qq3,0.4587001579449536,0.25000000000000006,0.2332193270717103,0.42988396769104315,0.5985798065116574,0.3322784810126583,0.21964617443758855,0.36088602814853465
0.8,q4,atlanta,o,0.4588560651431591,0.48964106318918005,0.44882576461455204,0.2095466111241149,0.4683285334540715,0.23801334797251453,2023qq4,0.44940404953763496,0.24068322981366463,0.23136799221543403,0.47695592870996895,0.680459113310349,0.38291139240506333,0.24768939798003073,0.3731293379637714
1.0,q1,atlanta,o,0.4554052024150009,0.4949586423540763,0.46046787529111555,0.20678708938178478,0.47156112335262135,0.3174337844339448,2024qq1,0.45843787772111416,0.2484472049689441,0.2322876230274285,0.4823136485026663,0.6625629569778414,0.37025316455696206,0.23874499531034182,0.3924646672972906
1.0,q2,atlanta,o,0.4633298893602149,0.4760898761142795,0.42462409102151877,0.21209278517024008,0.47333501680346235,0.18488113889539975,2024qq2,0.43937631734802746,0.22826086956521738,0.2418540392603087,0.48839341027618965,0.648513734235561,0.3607594936708861,0.2313872262462458,0.3966676271519601
1.0,q3,atlanta,o,0.4552988639920758,0.5351623608282702,0.5173558229233758,0.21971693026837782,0.4716190139790525,0.2279172475049654,2024qq3,0.5067997380550215,0.29037267080745344,0.24941642602014127,0.4849042596092713,0.6462589497700638,0.3607594936708861,0.22301280224900066,0.3913834596870712
1.0,q4,atlanta,o,0.4491379621890178,0.5033726912437648,0.47925474025512865,0.23400889129121627,0.48295944758960524,0.1790787184959475,2024qq4,0.4783628428987309,0.26319875776397517,0.2643476465632417,0.49600599978630766,0.6006400963234038,0.3322784810126583,0.2374501356234348,0.3789053988081553
0.0,q1,austin,o,0.08156985662943962,0.06220557257693262,0.10630724464482065,0.38563640037601554,0.6013513147628432,0.3763129001616067,2019qq1,0.05624712792062217,0.08618012422360251,0.42227216515978433,0.622922750417785,0.13154959275291145,0.2056962025316456,0.39759791857859467,0.5137769845570517
0.0,q2,austin,a,0.18895653644652755,0.08553150032982387,0.03656645907974427,0.7373570482164178,0.6085408989561961,0.7040956810303352,2019qq2,0.06349449253435611,0.10403726708074533,0.7987779791995365,0.6194133407137983,0.24630202695207457,0.3924050632911393,0.730728992692673,0.5572909172721373
0.0,q2,austin,o,0.08156985662943962,0.06571531035196937,0.11771287961346223,0.4013673785694353,0.6085408989561961,0.26818013594700285,2019qq2,0.05881491047296273,0.09239130434782612,0.4340991988234826,0.6194133407137983,0.1399987818337874,0.21835443037974686,0.4187401524458808,0.5572909172721373
0.0,q3,austin,a,0.18895653644652755,0.16767180487631975,0.2301426633981726,0.7325523723064638,0.6551510205585392,0.628980644206215,2019qq3,0.16727103688295927,0.3501552795031056,0.7544270874785426,0.6469952948828359,0.18333872288513545,0.29113924050632917,0.9032758950827743,0.6642703965927655
0.0,q3,austin,o,0.08156985662943962,0.06881694918523122,0.12779231577374908,0.4900661707999307,0.6551510205585392,0.3797670889823713,2019qq3,0.06327056832821353,0.10326086956521742,0.5330730789255472,0.6469952948828359,0.13441610851212768,0.20886075949367092,0.4307904558476151,0.6642703965927655
0.0,q4,austin,a,0.18895653644652755,0.1761987922703845,0.25023781673739964,0.780352331153612,0.6895533588061414,0.38432661822578057,2019qq4,0.166194258242193,0.3478260869565218,0.7980129175324844,0.6812057726305288,0.2475260780256056,0.3955696202531646,0.985764212972026,0.6934193958403273
0.0,q4,austin,o,0.08156985662943962,0.06447963280043445,0.11369728683974013,0.5014350821303832,0.6895533588061414,0.26273362035997583,2019qq4,0.06073473269035567,0.09704968944099379,0.5533110251772326,0.6812057726305288,0.12017033141477058,0.18670886075949372,0.3835424760768801,0.6934193958403273
0.2,q1,austin,o,0.08279667848172353,0.07038974817232921,0.13086985793805697,0.5181098922873075,0.7268805496130774,0.23029015186094423,2020qq1,0.06761007351290688,0.10791925465838509,0.5551385312855734,0.7025123751603134,0.11917049354268923,0.18037974683544306,0.49926934840316933,0.8182092888072012
0.2,q2,austin,a,0.2069745154999792,0.2186942067499174,0.3201553909336024,0.7965832914058258,0.739512644427238,0.3218983234847831,2020qq2,0.17579243261407254,0.35481366459627334,0.8191292549764038,0.717724932057978,0.47809993141194584,0.7468354430379748,0.9595559608770002,0.8449588532385336
0.2,q2,austin,o,0.08284262192041203,0.08336924922565452,0.17278847635443734,0.5283939784096401,0.739512644427238,0.12623394727427492,2020qq2,0.08213053775481917,0.13742236024844723,0.568080210234371,0.717724932057978,0.12042926529570985,0.18037974683544306,0.5635786356890499,0.8449588532385336
0.2,q3,austin,a,0.20781351609180637,0.24596446833026242,0.38017049392300106,0.8069516885931036,0.7298864793616038,0.14067985837825836,2020qq3,0.19873889555079563,0.406832298136646,0.8371076004905165,0.7002831032488918,0.5258735266882857,0.819620253164557,0.9928260783715882,0.8733342410262436
0.2,q3,austin,o,0.08302292314551633,0.13193567300793202,0.329501267316937,0.5195831292211953,0.7298864793616038,0.17751384759625466,2020qq3,0.12707107089064695,0.24145962732919254,0.538453133634446,0.7002831032488918,0.18119280834685134,0.2753164556962026,0.6286427077740585,0.8733342410262436
0.2,q4,austin,o,0.08401061870455846,0.13979506352747434,0.35253022091721914,0.5197816083114379,0.7150940661037178,0.12531118540358496,2020qq4,0.12951890461129553,0.24301242236024842,0.54159296832076,0.7000099067751947,0.219821918223384,0.3354430379746836,0.6179924250874245,0.8154238674531978
0.6,q2,austin,o,0.08447733084819427,0.15248830891009219,0.38726891461345,0.5823581626405456,0.9066665139998024,0.12519213925315503,2022qq2,0.15659928842192053,0.2872670807453417,0.6041872447762382,0.8812778000481832,0.1441799755248634,0.20886075949367092,0.6577994877861477,0.906992746032495
0.6,q3,austin,o,0.08447733084819427,0.17151844689748807,0.44808251102626956,0.5912078238344961,0.9383580734931961,0.22579662229678885,2022qq3,0.15909045754045537,0.2763975155279504,0.6263494100812189,0.9437231881544101,0.2582197530653505,0.3670886075949368,0.5802521895672813,0.8172935160017004
0.6,q4,austin,o,0.08447733084819427,0.1625347970047666,0.41937394396377564,0.5528787467657325,0.9603905980463572,0.1912652200194915,2022qq4,0.13684031901754956,0.22903726708074537,0.5883884354066347,0.9691577551063557,0.33016158945385843,0.4715189873417723,0.5710520007641505,0.896156598284007
0.8,q1,austin,o,0.08447733084819427,0.16712248936618823,0.43403458758935504,0.5382353300791519,0.985992236237716,0.12103724355732103,2023qq1,0.14121625748897548,0.23835403726708076,0.5643280402694402,0.9994687041011715,0.3351210560029848,0.4778481012658229,0.5855490310897224,0.9516771152875163
0.8,q2,austin,o,0.08447733084819427,0.15777465623473974,0.4041622146087971,0.5504767976002702,0.9720572545304152,0.09889589321621989,2023qq2,0.13244983681190697,0.21816770186335407,0.5698455391964318,0.9733327784784961,0.32412077970876413,0.4620253164556963,0.5918663254365834,0.9798777840927926
0.0,q1,baltimore,a,0.22678893602980738,0.24341305720274434,0.3429945472311268,0.2624019591727849,0.1424598307362445,0.3181585472668731,2019qq1,0.2620121754226767,0.41847826086956524,0.26627980853251554,0.13829593001248705,0.13095522179893726,0.15506329113924053,0.40625773751210037,0.2596295512267948
0.0,q1,baltimore,o,0.21093903190281607,0.18172191951324548,0.2312823954371693,0.08182111671471105,0.1424598307362445,0.17301229937947965,2019qq1,0.20564569027988996,0.3105590062111802,0.08211065644800998,0.13829593001248705,0.04948020494616676,0.04746835443037976,0.2088026786416514,0.2596295512267948
0.0,q2,baltimore,a,0.22678893602980738,0.23550406061704907,0.32597390331167675,0.26972510921171333,0.14585644464187505,0.22628329282885729,2019qq2,0.24757133196300132,0.391304347826087,0.2702600672726858,0.13818703326873302,0.16356823834628345,0.19936708860759497,0.4663217566847404,0.32198620572838804
0.0,q2,baltimore,o,0.21093903190281607,0.1871951800626357,0.2435057664757324,0.07419972520181083,0.14585644464187505,0.10764054230764486,2019qq2,0.2140308679173062,0.3268633540372671,0.07491180106668284,0.13818703326873302,0.03650997145548206,0.03164556962025317,0.17397007918013338,0.32198620572838804
0.0,q3,baltimore,a,0.22678893602980738,0.23840770956456211,0.3322227323598053,0.27369398698381603,0.1542419114378001,0.280075498698511,2019qq3,0.2468508008593523,0.38975155279503115,0.27545133475460704,0.14622085518309952,0.18753757115900277,0.23101265822784817,0.4543037906679027,0.32439538683072583
0.0,q3,baltimore,o,0.21093903190281607,0.1770810157411081,0.22091792047371944,0.08167882729551297,0.1542419114378001,0.26200268933272475,2019qq3,0.19859912779993383,0.297360248447205,0.07986795823563946,0.14622085518309952,0.06009943649514161,0.06329113924050633,0.2477535934043239,0.32439538683072583
0.0,q4,baltimore,a,0.22678893602980738,0.23673252747945844,0.3286176376232726,0.2807651725015421,0.15976417026188625,0.3594539914385463,2019qq4,0.24592996062986497,0.38819875776397517,0.28316536766630174,0.15222460137250912,0.18168595969282203,0.22151898734177222,0.45261409777977135,0.31920964845356065
0.0,q4,baltimore,o,0.21061175118173095,0.1654519551349185,0.19536997083334356,0.08265801364653455,0.15976417026188625,0.18010448921182812,2019qq4,0.18762999694975988,0.2763975155279504,0.08160033998222131,0.15222460137250912,0.046792883202282386,0.04430379746835443,0.23482844759203186,0.31920964845356065
0.2,q1,baltimore,a,0.22678893602980738,0.23028313074916715,0.314738141219514,0.27762487558869103,0.14936717941626354,0.17774207078619805,2020qq1,0.23675005419389775,0.3703416149068324,0.2824831029554098,0.14462007304991564,0.19278716135199972,0.23734177215189875,0.3926311617421231,0.2474885354058419
0.2,q1,baltimore,o,0.21061175118173095,0.1665775610825729,0.1978857342969024,0.07161827031444717,0.14936717941626354,0.17635546070243396,2020qq1,0.18761565041871903,0.2763975155279504,0.07057563614734644,0.14462007304991564,0.05450322799334187,0.0569620253164557,0.20457835423949575,0.2474885354058419
0.2,q2,baltimore,a,0.22678893602980738,0.23588900716542685,0.32680233235294837,0.2740983437941945,0.15163117007182994,0.07698585016222351,2020qq2,0.24303718724377452,0.3835403726708075,0.2778524147115894,0.14518707859523486,0.1932370589701317,0.23734177215189875,0.4230504640562224,0.27483384157554763
0.2,q2,baltimore,o,0.2097800075530639,0.15662754853336755,0.1766861995920097,0.07113645324353213,0.15163117007182994,0.1491469387251576,2020qq2,0.17778522000651856,0.25854037267080754,0.07181454041001405,0.14518707859523486,0.045774213775223616,0.04430379746835443,0.14424232493186942,0.27483384157554763
0.2,q3,baltimore,a,0.22678893602980738,0.2610418021023763,0.38093268453236623,0.28197515336038137,0.1621648579579949,0.1390224645637236,2020qq3,0.2687691943397364,0.4332298136645963,0.28494470793214866,0.15413382999676772,0.21004216208613613,0.259493670886076,0.4487103817717738,0.30873814623705775
0.2,q3,baltimore,o,0.2093501520489734,0.16521274269507238,0.19647084534325313,0.0795010056991558,0.1621648579579949,0.043411751643823784,2020qq3,0.18551183763828688,0.2732919254658386,0.08060928646974784,0.15413382999676772,0.05781434499585265,0.060126582278481014,0.14918869114821798,0.30873814623705775
0.2,q4,baltimore,a,0.22678893602980738,0.2674274754534676,0.3946750452438269,0.27967474803294873,0.1596899544101845,0.16355645748263653,2020qq4,0.27240216984626386,0.44021739130434784,0.287059429882273,0.15366426582345702,0.2316151795279812,0.28797468354430383,0.3997346933274701,0.2739162623463285
0.2,q4,baltimore,o,0.20886899875658485,0.1652024913539059,0.19707419693737863,0.07777769978938795,0.1596899544101845,0.21995966000912892,2020qq4,0.18266732972947816,0.2678571428571429,0.07891604741310825,0.15366426582345702,0.0747218446920467,0.08227848101265825,0.13278309140458663,0.2739162623463285
0.4,q1,baltimore,a,0.22678893602980738,0.27344145081150223,0.40761749019819127,0.2813649527743034,0.1717907168855972,0.22994473297886778,2021qq1,0.27616490504248026,0.44798136645962733,0.29110237411534584,0.16654547779047377,0.24989591152229287,0.3132911392405064,0.3906071069312512,0.2881488227641652
0.4,q1,baltimore,o,0.2085570948958347,0.17187989354937833,0.21247861920003533,0.08626038202603556,0.1717907168855972,0.12068874057808317,2021qq1,0.19139095731739392,0.28493788819875787,0.08836112766150041,0.16654547779047377,0.06788834417962243,0.07278481012658229,0.12957497946281082,0.2881488227641652
0.4,q2,baltimore,a,0.22678893602980738,0.2832030732478308,0.4286250960589505,0.2722177607394392,0.16808684030550675,0.24130593010202192,2021qq2,0.2826513612023162,0.4604037267080746,0.28160398101490586,0.1638824927765749,0.27730671100713217,0.3481012658227849,0.38309380868871246,0.2752488149125235
0.4,q2,baltimore,o,0.2085570948958347,0.18441684941709396,0.2406369743083634,0.08913040390875009,0.16808684030550675,0.13630229086737147,2021qq2,0.20347502562285513,0.3082298136645963,0.09230710477630734,0.1638824927765749,0.08069056489074314,0.0917721518987342,0.11580515313374151,0.2752488149125235
0.4,q3,baltimore,a,0.22678893602980738,0.290656667033572,0.4446656893836799,0.26553975739797037,0.16600905886188524,0.4002306904676725,2021qq3,0.2878317407287022,0.4697204968944099,0.27663123903738607,0.16269700322525274,0.29687828724653537,0.3734177215189874,0.3660931199429741,0.2664465322314933
0.4,q3,baltimore,o,0.2085570948958347,0.17610978804135877,0.22197907935240724,0.09683620077669611,0.16600905886188524,0.14130654692145422,2021qq3,0.19211060100675179,0.2864906832298137,0.09921350199130499,0.16269700322525274,0.09224607781375062,0.10443037974683544,0.160242582746003,0.2664465322314933
0.4,q4,baltimore,a,0.22787540114475371,0.271138808458816,0.40079645983891,0.26614277999299063,0.16643117268757582,0.18007179778191731,2021qq4,0.26678537969179017,0.42857142857142855,0.2731676193241234,0.1596133868605613,0.2902781214700029,0.36392405063291144,0.39831243835570784,0.30599364248076755
0.4,q4,baltimore,o,0.2085570948958347,0.17655789327641463,0.22298553519957492,0.10383103079956402,0.16643117268757582,0.20235933432846867,2021qq4,0.19321789683897606,0.2880434782608696,0.10536297108521242,0.1596133868605613,0.08867279025678886,0.10126582278481014,0.16961481971096723,0.30599364248076755
0.6,q1,baltimore,a,0.22787540114475371,0.2875332223813883,0.43599049622498737,0.2736629982279565,0.17392320919190454,0.2654081494183393,2022qq1,0.2836482232560818,0.4588509316770186,0.27842144521229145,0.16564669073756114,0.3006890289420403,0.3765822784810127,0.42416121819832986,0.32702579182378183
0.6,q1,baltimore,o,0.2113415334383188,0.18682039797965178,0.24210363934241558,0.10842825403040221,0.17392320919190454,0.1323805529169391,2022qq1,0.20792885934872962,0.31444099378881996,0.11077174737828971,0.16564669073756114,0.07038999856115151,0.0759493670886076,0.12758499505518242,0.32702579182378183
0.6,q2,baltimore,a,0.2244595028393856,0.2957939789703292,0.4600381071795035,0.26841815035581534,0.17191111923926866,0.2461115702989107,2022qq2,0.2871594751023349,0.4782608695652174,0.27718400244616404,0.16660310821005783,0.33569012205495813,0.4303797468354431,0.37849522606910924,0.2851329773614359
0.6,q2,baltimore,o,0.19925201503409878,0.17199613333311325,0.2255091430488585,0.10342224109725644,0.17191111923926866,0.21897644983407558,2022qq2,0.19151770965865167,0.29270186335403736,0.10524538415706625,0.16660310821005783,0.06791923969950724,0.0759493670886076,0.14421540783839779,0.2851329773614359
0.6,q3,baltimore,a,0.2244595028393856,0.3008047129064125,0.470879463588209,0.25849966561241594,0.1668730346784284,0.345147481526258,2022qq3,0.2896704138392456,0.48291925465838514,0.2690570332185774,0.16417456940000077,0.35464614184103754,0.45569620253164567,0.35314684605594343,0.25392440301582025
0.6,q3,baltimore,o,0.19925201503409878,0.14728788172454316,0.1687488214564717,0.10213505361825109,0.1668730346784284,0.1926006340903764,2022qq3,0.1620100505584572,0.23524844720496899,0.10520614615213227,0.16417456940000077,0.07665972939643984,0.08544303797468354,0.12518469089940082,0.25392440301582025
0.6,q4,baltimore,a,0.2244595028393856,0.2931510007784938,0.4543196910440488,0.231986029189174,0.14093059020813023,0.45769543923711775,2022qq4,0.28354730453085636,0.47127329192546585,0.24599083698858387,0.1441004800154322,0.3393455034218995,0.4367088607594937,0.2678619527731852,0.15974364578904354
0.6,q4,baltimore,o,0.19925201503409878,0.14543282335227717,0.16448734127926773,0.09548857428611286,0.14093059020813023,0.38947891094361037,2022qq4,0.1572745613967191,0.22593167701863356,0.0994138858756114,0.1441004800154322,0.09235671319924285,0.10759493670886076,0.12444568762904769,0.15974364578904354
0.8,q1,baltimore,a,0.2153022758044406,0.2837609025836768,0.4508695327212662,0.23776012802453395,0.14642698564676182,0.2151373656875686,2023qq1,0.2825888970963755,0.49611801242236025,0.24891808747164826,0.1485058129293952,0.28145818615050944,0.3734177215189874,0.26043917708471875,0.14321558293356412
0.8,q1,baltimore,o,0.1778621473100309,0.13769114950460393,0.17402824978020937,0.1001895750874637,0.14642698564676182,0.0372657628205919,2023qq1,0.1521762676922678,0.23291925465838512,0.10461014150876714,0.1485058129293952,0.07034380240284757,0.08227848101265825,0.12895728747673382,0.14321558293356412
0.8,q2,baltimore,a,0.2153022758044406,0.2931358843940619,0.47159126518637523,0.24025822260546661,0.14557305470162765,0.25171044028571077,2023qq2,0.2802364111112355,0.49068322981366463,0.2523508568992503,0.14777316412287878,0.35900358711698016,0.48101265822784817,0.27439111783112535,0.16671883590358716
0.8,q2,baltimore,o,0.1778621473100309,0.13753842189637822,0.17365800025958575,0.10396139346393837,0.14557305470162765,0.10316490050702558,2023qq2,0.15094641008627196,0.22981366459627328,0.10731168609138549,0.14777316412287878,0.07664943088981158,0.0917721518987342,0.18491287324006922,0.16671883590358716
0.8,q3,baltimore,a,0.2153022758044406,0.29325129885795714,0.4718463683716876,0.24925753004656356,0.14407252894066178,0.11700756220623974,2023qq3,0.2814267294804796,0.49378881987577644,0.26256376294945516,0.14978110693822866,0.3526811867763644,0.4715189873417723,0.28114166676468677,0.14415093233098936
0.8,q3,baltimore,o,0.1778621473100309,0.13834567157535052,0.1756149668293567,0.09566974988569567,0.14407252894066178,0.11002084849681104,2023qq3,0.14990650843938386,0.22826086956521738,0.10335249196439024,0.14978110693822866,0.08832411224666041,0.10759493670886076,0.14605989245035633,0.14415093233098936
0.8,q4,baltimore,a,0.2153022758044406,0.30073099881336385,0.4883789128257372,0.24564510185623056,0.1426536541891899,0.3554872256695575,2023qq4,0.29680231599353746,0.5248447204968945,0.26078369193533824,0.15044721559158114,0.31158131803818745,0.4145569620253165,0.2753243666472434,0.13974716537460452
0.8,q4,baltimore,o,0.1778621473100309,0.1362070941192139,0.1704305449095491,0.09484012617793136,0.1426536541891899,0.13540605223226954,2023qq4,0.14502548333389126,0.21816770186335407,0.10400295323970415,0.15044721559158114,0.1029691771581477,0.12658227848101267,0.14322471130771983,0.13974716537460452
1.0,q1,baltimore,a,0.2139641770514364,0.3240362066944907,0.5426983413453885,0.24929467657459248,0.14595582224987208,0.3382606925648586,2024qq1,0.31510636966750905,0.5628881987577641,0.26415482433494686,0.15377160689944305,0.3602035102606964,0.48417721518987344,0.2513517819650533,0.12416281187747959
1.0,q1,baltimore,o,0.1778621473100309,0.1389556698126411,0.17709374716843437,0.10606044322445955,0.14595582224987208,0.09441901777673604,2024qq1,0.14812704558238018,0.2251552795031056,0.11495416921594563,0.15377160689944305,0.10307657587012818,0.12974683544303797,0.16151045159397684,0.12416281187747959
1.0,q2,baltimore,a,0.21399957813963155,0.32611266797322036,0.547227623835844,0.2505160897938281,0.14539099644994308,0.18691047482759898,2024qq2,0.32003437842964055,0.5729813664596274,0.26419342690660247,0.15350226423908014,0.3448572641693475,0.4620253164556963,0.2440572496342502,0.10994130005122259
1.0,q2,baltimore,o,0.17760682280962084,0.1386916543397185,0.17679974727128908,0.10427872899758019,0.14539099644994308,0.13853702767051973,2024qq2,0.1501851072260223,0.22903726708074537,0.11420588298744,0.15350226423908014,0.08900499065631205,0.10759493670886076,0.1509201608403266,0.10994130005122259
1.0,q3,baltimore,a,0.21098450748571346,0.33069744999626,0.5638889933217908,0.2585935530942776,0.15248356617961442,0.27544380158152504,2024qq3,0.3295200976905092,0.5954968944099379,0.2640356805952689,0.15698052523162292,0.31930019587759606,0.4303797468354431,0.3737150821231304,0.16682075180918582
1.0,q3,baltimore,o,0.17760682280962084,0.14348246225747216,0.18842147900172163,0.1044034521710381,0.15248356617961442,0.17670519732053638,2024qq3,0.15525451066521612,0.24145962732919254,0.11758969228095038,0.15698052523162292,0.09120151499859794,0.11392405063291142,0.13713967829206106,0.16682075180918582
1.0,q4,baltimore,a,0.21098450748571346,0.32081932714887873,0.541947133659693,0.26355312280977644,0.15382336155646373,0.31555988699868,2024qq4,0.3171024109123561,0.5698757763975156,0.2681474422523797,0.15661299872145318,0.3264997347398936,0.43987341772151906,0.39194215789471165,0.173049762898485
1.0,q4,baltimore,o,0.1773962357196377,0.14651594704713158,0.19713896993458938,0.09885974711056833,0.15382336155646373,0.14063112964310828,2024qq4,0.15807012830876732,0.24689440993788817,0.11137035729809587,0.15661299872145318,0.0949454635225424,0.11708860759493671,0.10298616391337376,0.173049762898485
